id	feature	auc	p_value	p_adjusted	cohens_d	n_pos	n_neg	ci_lower	ci_upper	status	description
628	rmssd_3d_std × sleep_qual_21d_slope	0.5558	0.022977	0.0	0.7452	92	192	0.4782	0.6325	PENDING	HRV×Sleep: rmssd_3d_std + sleep_qual_21d_slope predicts PHQ-9 increased from baseline
629	rmssd_3d_std × sleep_qual_21d_autocorr	0.676	0.020979	0.0	0.7244	92	187	0.6127	0.7393	PENDING	HRV×Sleep: rmssd_3d_std + sleep_qual_21d_autocorr predicts PHQ-9 ≥ 5 (mild+ depression)
630	rmssd_3d_std × sleep_qual_21d_autocorr	0.676	0.031968	0.0	0.7244	92	187	0.6078	0.7373	PENDING	HRV×Sleep: rmssd_3d_std + sleep_qual_21d_autocorr predicts PHQ-9 increased from baseline
631	rmssd_3d_std	0.5	1.0	1.0	0.0	0	0	0.5	0.5	DISCARD	HRV×Sleep: rmssd_3d_std + sleep_qual_28d_mean predicts PHQ-9 ≥ 5 (mild+ depression) [Insufficient data]
632	rmssd_3d_std	0.5	1.0	1.0	0.0	0	0	0.5	0.5	DISCARD	HRV×Sleep: rmssd_3d_std + sleep_qual_28d_mean predicts PHQ-9 increased from baseline [Insufficient data]
633	rmssd_3d_std	0.5	1.0	1.0	0.0	0	0	0.5	0.5	DISCARD	HRV×Sleep: rmssd_3d_std + sleep_qual_28d_std predicts PHQ-9 ≥ 5 (mild+ depression) [Insufficient data]
634	rmssd_3d_std	0.5	1.0	1.0	0.0	0	0	0.5	0.5	DISCARD	HRV×Sleep: rmssd_3d_std + sleep_qual_28d_std predicts PHQ-9 increased from baseline [Insufficient data]
635	rmssd_3d_std	0.5	1.0	1.0	0.0	0	0	0.5	0.5	DISCARD	HRV×Sleep: rmssd_3d_std + sleep_qual_28d_cv predicts PHQ-9 ≥ 5 (mild+ depression) [Insufficient data]
636	rmssd_3d_std	0.5	1.0	1.0	0.0	0	0	0.5	0.5	DISCARD	HRV×Sleep: rmssd_3d_std + sleep_qual_28d_cv predicts PHQ-9 increased from baseline [Insufficient data]
637	rmssd_3d_std	0.5	1.0	1.0	0.0	0	0	0.5	0.5	DISCARD	HRV×Sleep: rmssd_3d_std + sleep_qual_28d_slope predicts PHQ-9 ≥ 5 (mild+ depression) [Insufficient data]
638	rmssd_3d_std	0.5	1.0	1.0	0.0	0	0	0.5	0.5	DISCARD	HRV×Sleep: rmssd_3d_std + sleep_qual_28d_slope predicts PHQ-9 increased from baseline [Insufficient data]
639	rmssd_3d_std	0.5	1.0	1.0	0.0	0	0	0.5	0.5	DISCARD	HRV×Sleep: rmssd_3d_std + sleep_qual_28d_autocorr predicts PHQ-9 ≥ 5 (mild+ depression) [Insufficient data]
640	rmssd_3d_std	0.5	1.0	1.0	0.0	0	0	0.5	0.5	DISCARD	HRV×Sleep: rmssd_3d_std + sleep_qual_28d_autocorr predicts PHQ-9 increased from baseline [Insufficient data]
641	rmssd_3d_std × sleep_dur_3d_mean	0.4038	0.047952	0.0	0.5853	333	670	0.3652	0.4435	PENDING	HRV×Sleep: rmssd_3d_std + sleep_dur_3d_mean predicts PHQ-9 ≥ 5 (mild+ depression)
642	rmssd_3d_std × sleep_dur_3d_mean	0.4038	0.065934	0.0	0.5853	333	670	0.3614	0.4478	PENDING	HRV×Sleep: rmssd_3d_std + sleep_dur_3d_mean predicts PHQ-9 increased from baseline
643	rmssd_3d_std × sleep_dur_3d_std	0.5856	0.061938	0.0	0.5853	333	670	0.5461	0.625	PENDING	HRV×Sleep: rmssd_3d_std + sleep_dur_3d_std predicts PHQ-9 ≥ 5 (mild+ depression)
644	rmssd_3d_std × sleep_dur_3d_std	0.5856	0.047952	0.0	0.5853	333	670	0.5468	0.6217	PENDING	HRV×Sleep: rmssd_3d_std + sleep_dur_3d_std predicts PHQ-9 increased from baseline
645	rmssd_3d_std × sleep_dur_3d_cv	0.5859	0.051948	0.0	0.5853	333	670	0.5479	0.6263	PENDING	HRV×Sleep: rmssd_3d_std + sleep_dur_3d_cv predicts PHQ-9 ≥ 5 (mild+ depression)
646	rmssd_3d_std × sleep_dur_3d_cv	0.5859	0.045954	0.0	0.5853	333	670	0.5502	0.6241	PENDING	HRV×Sleep: rmssd_3d_std + sleep_dur_3d_cv predicts PHQ-9 increased from baseline
647	rmssd_3d_std × sleep_dur_3d_slope	0.4411	0.043956	0.0	0.5853	333	670	0.4003	0.4783	PENDING	HRV×Sleep: rmssd_3d_std + sleep_dur_3d_slope predicts PHQ-9 ≥ 5 (mild+ depression)
648	rmssd_3d_std × sleep_dur_3d_slope	0.4411	0.052947	0.0	0.5853	333	670	0.4016	0.4798	PENDING	HRV×Sleep: rmssd_3d_std + sleep_dur_3d_slope predicts PHQ-9 increased from baseline
649	rmssd_3d_std × sleep_dur_3d_autocorr	0.4366	0.057942	0.0	0.587	309	623	0.3949	0.477	PENDING	HRV×Sleep: rmssd_3d_std + sleep_dur_3d_autocorr predicts PHQ-9 ≥ 5 (mild+ depression)
650	rmssd_3d_std × sleep_dur_3d_autocorr	0.4366	0.061938	0.0	0.587	309	623	0.3939	0.48	PENDING	HRV×Sleep: rmssd_3d_std + sleep_dur_3d_autocorr predicts PHQ-9 increased from baseline
651	rmssd_3d_std × sleep_dur_5d_mean	0.4073	0.028971	0.0	0.6739	304	617	0.3616	0.4498	PENDING	HRV×Sleep: rmssd_3d_std + sleep_dur_5d_mean predicts PHQ-9 ≥ 5 (mild+ depression)
652	rmssd_3d_std × sleep_dur_5d_mean	0.4073	0.031968	0.0	0.6739	304	617	0.3588	0.4513	PENDING	HRV×Sleep: rmssd_3d_std + sleep_dur_5d_mean predicts PHQ-9 increased from baseline
653	rmssd_3d_std × sleep_dur_5d_std	0.6204	0.02997	0.0	0.6739	304	617	0.5812	0.6621	PENDING	HRV×Sleep: rmssd_3d_std + sleep_dur_5d_std predicts PHQ-9 ≥ 5 (mild+ depression)
654	rmssd_3d_std × sleep_dur_5d_std	0.6204	0.041958	0.0	0.6739	304	617	0.5799	0.6589	PENDING	HRV×Sleep: rmssd_3d_std + sleep_dur_5d_std predicts PHQ-9 increased from baseline
655	rmssd_3d_std × sleep_dur_5d_cv	0.6176	0.030969	0.0	0.6739	304	617	0.5783	0.6566	PENDING	HRV×Sleep: rmssd_3d_std + sleep_dur_5d_cv predicts PHQ-9 ≥ 5 (mild+ depression)
656	rmssd_3d_std × sleep_dur_5d_cv	0.6176	0.033966	0.0	0.6739	304	617	0.5757	0.657	PENDING	HRV×Sleep: rmssd_3d_std + sleep_dur_5d_cv predicts PHQ-9 increased from baseline
657	rmssd_3d_std × sleep_dur_5d_slope	0.4849	0.027972	0.0	0.6739	304	617	0.445	0.528	PENDING	HRV×Sleep: rmssd_3d_std + sleep_dur_5d_slope predicts PHQ-9 ≥ 5 (mild+ depression)
658	rmssd_3d_std × sleep_dur_5d_slope	0.4849	0.032967	0.0	0.6739	304	617	0.4403	0.5273	PENDING	HRV×Sleep: rmssd_3d_std + sleep_dur_5d_slope predicts PHQ-9 increased from baseline
659	rmssd_3d_std × sleep_dur_5d_autocorr	0.4546	0.028971	0.0	0.6739	304	617	0.4127	0.4969	PENDING	HRV×Sleep: rmssd_3d_std + sleep_dur_5d_autocorr predicts PHQ-9 ≥ 5 (mild+ depression)
660	rmssd_3d_std × sleep_dur_5d_autocorr	0.4546	0.040959	0.0	0.6739	304	617	0.4129	0.4973	PENDING	HRV×Sleep: rmssd_3d_std + sleep_dur_5d_autocorr predicts PHQ-9 increased from baseline
661	rmssd_3d_std × sleep_dur_7d_mean	0.3993	0.01998	0.0	0.6801	277	559	0.3566	0.4446	PENDING	HRV×Sleep: rmssd_3d_std + sleep_dur_7d_mean predicts PHQ-9 ≥ 5 (mild+ depression)
662	rmssd_3d_std × sleep_dur_7d_mean	0.3993	0.027972	0.0	0.6801	277	559	0.3509	0.4407	PENDING	HRV×Sleep: rmssd_3d_std + sleep_dur_7d_mean predicts PHQ-9 increased from baseline
663	rmssd_3d_std × sleep_dur_7d_std	0.6292	0.027972	0.0	0.6801	277	559	0.5887	0.6706	PENDING	HRV×Sleep: rmssd_3d_std + sleep_dur_7d_std predicts PHQ-9 ≥ 5 (mild+ depression)
664	rmssd_3d_std × sleep_dur_7d_std	0.6292	0.030969	0.0	0.6801	277	559	0.5856	0.673	PENDING	HRV×Sleep: rmssd_3d_std + sleep_dur_7d_std predicts PHQ-9 increased from baseline
665	rmssd_3d_std × sleep_dur_7d_cv	0.6196	0.022977	0.0	0.6801	277	559	0.5743	0.6594	PENDING	HRV×Sleep: rmssd_3d_std + sleep_dur_7d_cv predicts PHQ-9 ≥ 5 (mild+ depression)
666	rmssd_3d_std × sleep_dur_7d_cv	0.6196	0.020979	0.0	0.6801	277	559	0.578	0.6608	PENDING	HRV×Sleep: rmssd_3d_std + sleep_dur_7d_cv predicts PHQ-9 increased from baseline
667	rmssd_3d_std × sleep_dur_7d_slope	0.4868	0.021978	0.0	0.6801	277	559	0.4415	0.5285	PENDING	HRV×Sleep: rmssd_3d_std + sleep_dur_7d_slope predicts PHQ-9 ≥ 5 (mild+ depression)
668	rmssd_3d_std × sleep_dur_7d_slope	0.4868	0.027972	0.0	0.6801	277	559	0.4421	0.5279	PENDING	HRV×Sleep: rmssd_3d_std + sleep_dur_7d_slope predicts PHQ-9 increased from baseline
669	rmssd_3d_std × sleep_dur_7d_autocorr	0.4398	0.030969	0.0	0.6801	277	559	0.3956	0.4864	PENDING	HRV×Sleep: rmssd_3d_std + sleep_dur_7d_autocorr predicts PHQ-9 ≥ 5 (mild+ depression)
670	rmssd_3d_std × sleep_dur_7d_autocorr	0.4398	0.028971	0.0	0.6801	277	559	0.3977	0.4812	PENDING	HRV×Sleep: rmssd_3d_std + sleep_dur_7d_autocorr predicts PHQ-9 increased from baseline
671	rmssd_3d_std × sleep_dur_14d_mean	0.4376	0.01998	0.0	0.6851	183	367	0.3819	0.4924	PENDING	HRV×Sleep: rmssd_3d_std + sleep_dur_14d_mean predicts PHQ-9 ≥ 5 (mild+ depression)
672	rmssd_3d_std × sleep_dur_14d_mean	0.4376	0.011988	0.0	0.6851	183	367	0.3824	0.4912	PENDING	HRV×Sleep: rmssd_3d_std + sleep_dur_14d_mean predicts PHQ-9 increased from baseline
673	rmssd_3d_std × sleep_dur_14d_std	0.6088	0.010989	0.0	0.6851	183	367	0.5598	0.6575	PENDING	HRV×Sleep: rmssd_3d_std + sleep_dur_14d_std predicts PHQ-9 ≥ 5 (mild+ depression)
674	rmssd_3d_std × sleep_dur_14d_std	0.6088	0.018981	0.0	0.6851	183	367	0.5533	0.6588	PENDING	HRV×Sleep: rmssd_3d_std + sleep_dur_14d_std predicts PHQ-9 increased from baseline
675	rmssd_3d_std × sleep_dur_14d_cv	0.6075	0.013986	0.0	0.6851	183	367	0.5566	0.6577	PENDING	HRV×Sleep: rmssd_3d_std + sleep_dur_14d_cv predicts PHQ-9 ≥ 5 (mild+ depression)
676	rmssd_3d_std × sleep_dur_14d_cv	0.6075	0.017982	0.0	0.6851	183	367	0.5599	0.6511	PENDING	HRV×Sleep: rmssd_3d_std + sleep_dur_14d_cv predicts PHQ-9 increased from baseline
677	rmssd_3d_std × sleep_dur_14d_slope	0.5421	0.00999	0.0	0.6851	183	367	0.4898	0.5934	PENDING	HRV×Sleep: rmssd_3d_std + sleep_dur_14d_slope predicts PHQ-9 ≥ 5 (mild+ depression)
678	rmssd_3d_std × sleep_dur_14d_slope	0.5421	0.023976	0.0	0.6851	183	367	0.4919	0.5994	PENDING	HRV×Sleep: rmssd_3d_std + sleep_dur_14d_slope predicts PHQ-9 increased from baseline
679	rmssd_3d_std × sleep_dur_14d_autocorr	0.4622	0.01998	0.0	0.6851	183	367	0.4073	0.5138	PENDING	HRV×Sleep: rmssd_3d_std + sleep_dur_14d_autocorr predicts PHQ-9 ≥ 5 (mild+ depression)
680	rmssd_3d_std × sleep_dur_14d_autocorr	0.4622	0.011988	0.0	0.6851	183	367	0.4112	0.5167	PENDING	HRV×Sleep: rmssd_3d_std + sleep_dur_14d_autocorr predicts PHQ-9 increased from baseline
681	rmssd_3d_std × sleep_dur_21d_mean	0.4862	0.015984	0.0	0.7452	92	192	0.407	0.563	PENDING	HRV×Sleep: rmssd_3d_std + sleep_dur_21d_mean predicts PHQ-9 ≥ 5 (mild+ depression)
682	rmssd_3d_std × sleep_dur_21d_mean	0.4862	0.023976	0.0	0.7452	92	192	0.4104	0.5643	PENDING	HRV×Sleep: rmssd_3d_std + sleep_dur_21d_mean predicts PHQ-9 increased from baseline
683	rmssd_3d_std × sleep_dur_21d_std	0.6255	0.025974	0.0	0.7452	92	192	0.5562	0.6904	PENDING	HRV×Sleep: rmssd_3d_std + sleep_dur_21d_std predicts PHQ-9 ≥ 5 (mild+ depression)
684	rmssd_3d_std × sleep_dur_21d_std	0.6255	0.020979	0.0	0.7452	92	192	0.558	0.6949	PENDING	HRV×Sleep: rmssd_3d_std + sleep_dur_21d_std predicts PHQ-9 increased from baseline
685	rmssd_3d_std × sleep_dur_21d_cv	0.6223	0.016983	0.0	0.7452	92	192	0.555	0.6909	PENDING	HRV×Sleep: rmssd_3d_std + sleep_dur_21d_cv predicts PHQ-9 ≥ 5 (mild+ depression)
686	rmssd_3d_std × sleep_dur_21d_cv	0.6223	0.015984	0.0	0.7452	92	192	0.5547	0.6885	PENDING	HRV×Sleep: rmssd_3d_std + sleep_dur_21d_cv predicts PHQ-9 increased from baseline
687	rmssd_3d_std × sleep_dur_21d_slope	0.5132	0.027972	0.0	0.7452	92	192	0.4384	0.5911	PENDING	HRV×Sleep: rmssd_3d_std + sleep_dur_21d_slope predicts PHQ-9 ≥ 5 (mild+ depression)
688	rmssd_3d_std × sleep_dur_21d_slope	0.5132	0.008991	0.0	0.7452	92	192	0.4314	0.5867	PENDING	HRV×Sleep: rmssd_3d_std + sleep_dur_21d_slope predicts PHQ-9 increased from baseline
689	rmssd_3d_std × sleep_dur_21d_autocorr	0.4926	0.027972	0.0	0.7452	92	192	0.4207	0.5704	PENDING	HRV×Sleep: rmssd_3d_std + sleep_dur_21d_autocorr predicts PHQ-9 ≥ 5 (mild+ depression)
690	rmssd_3d_std × sleep_dur_21d_autocorr	0.4926	0.022977	0.0	0.7452	92	192	0.4178	0.5621	PENDING	HRV×Sleep: rmssd_3d_std + sleep_dur_21d_autocorr predicts PHQ-9 increased from baseline
691	rmssd_3d_std	0.5	1.0	1.0	0.0	0	0	0.5	0.5	DISCARD	HRV×Sleep: rmssd_3d_std + sleep_dur_28d_mean predicts PHQ-9 ≥ 5 (mild+ depression) [Insufficient data]
692	rmssd_3d_std	0.5	1.0	1.0	0.0	0	0	0.5	0.5	DISCARD	HRV×Sleep: rmssd_3d_std + sleep_dur_28d_mean predicts PHQ-9 increased from baseline [Insufficient data]
693	rmssd_3d_std	0.5	1.0	1.0	0.0	0	0	0.5	0.5	DISCARD	HRV×Sleep: rmssd_3d_std + sleep_dur_28d_std predicts PHQ-9 ≥ 5 (mild+ depression) [Insufficient data]
694	rmssd_3d_std	0.5	1.0	1.0	0.0	0	0	0.5	0.5	DISCARD	HRV×Sleep: rmssd_3d_std + sleep_dur_28d_std predicts PHQ-9 increased from baseline [Insufficient data]
695	rmssd_3d_std	0.5	1.0	1.0	0.0	0	0	0.5	0.5	DISCARD	HRV×Sleep: rmssd_3d_std + sleep_dur_28d_cv predicts PHQ-9 ≥ 5 (mild+ depression) [Insufficient data]
696	rmssd_3d_std	0.5	1.0	1.0	0.0	0	0	0.5	0.5	DISCARD	HRV×Sleep: rmssd_3d_std + sleep_dur_28d_cv predicts PHQ-9 increased from baseline [Insufficient data]
697	rmssd_3d_std	0.5	1.0	1.0	0.0	0	0	0.5	0.5	DISCARD	HRV×Sleep: rmssd_3d_std + sleep_dur_28d_slope predicts PHQ-9 ≥ 5 (mild+ depression) [Insufficient data]
698	rmssd_3d_std	0.5	1.0	1.0	0.0	0	0	0.5	0.5	DISCARD	HRV×Sleep: rmssd_3d_std + sleep_dur_28d_slope predicts PHQ-9 increased from baseline [Insufficient data]
699	rmssd_3d_std	0.5	1.0	1.0	0.0	0	0	0.5	0.5	DISCARD	HRV×Sleep: rmssd_3d_std + sleep_dur_28d_autocorr predicts PHQ-9 ≥ 5 (mild+ depression) [Insufficient data]
700	rmssd_3d_std	0.5	1.0	1.0	0.0	0	0	0.5	0.5	DISCARD	HRV×Sleep: rmssd_3d_std + sleep_dur_28d_autocorr predicts PHQ-9 increased from baseline [Insufficient data]
701	rmssd_3d_std × sleep_lat_3d_mean	0.5119	0.053946	0.0	0.5853	333	670	0.4709	0.5538	PENDING	HRV×Sleep: rmssd_3d_std + sleep_lat_3d_mean predicts PHQ-9 ≥ 5 (mild+ depression)
702	rmssd_3d_std × sleep_lat_3d_mean	0.5119	0.050949	0.0	0.5853	333	670	0.4726	0.5521	PENDING	HRV×Sleep: rmssd_3d_std + sleep_lat_3d_mean predicts PHQ-9 increased from baseline
703	rmssd_3d_std × sleep_lat_3d_std	0.5336	0.050949	0.0	0.5853	333	670	0.4934	0.5713	PENDING	HRV×Sleep: rmssd_3d_std + sleep_lat_3d_std predicts PHQ-9 ≥ 5 (mild+ depression)
704	rmssd_3d_std × sleep_lat_3d_std	0.5336	0.052947	0.0	0.5853	333	670	0.4926	0.5741	PENDING	HRV×Sleep: rmssd_3d_std + sleep_lat_3d_std predicts PHQ-9 increased from baseline
705	rmssd_3d_std × sleep_lat_3d_cv	0.3644	0.05994	0.0	0.5792	332	632	0.3253	0.4051	PENDING	HRV×Sleep: rmssd_3d_std + sleep_lat_3d_cv predicts PHQ-9 ≥ 5 (mild+ depression)
706	rmssd_3d_std × sleep_lat_3d_cv	0.3644	0.056943	0.0	0.5792	332	632	0.3245	0.4055	PENDING	HRV×Sleep: rmssd_3d_std + sleep_lat_3d_cv predicts PHQ-9 increased from baseline
707	rmssd_3d_std × sleep_lat_3d_slope	0.4337	0.057942	0.0	0.5853	333	670	0.3941	0.4757	PENDING	HRV×Sleep: rmssd_3d_std + sleep_lat_3d_slope predicts PHQ-9 ≥ 5 (mild+ depression)
708	rmssd_3d_std × sleep_lat_3d_slope	0.4337	0.060939	0.0	0.5853	333	670	0.3927	0.4743	PENDING	HRV×Sleep: rmssd_3d_std + sleep_lat_3d_slope predicts PHQ-9 increased from baseline
709	rmssd_3d_std × sleep_lat_3d_autocorr	0.4539	0.031968	0.0	0.6782	211	394	0.3975	0.5098	PENDING	HRV×Sleep: rmssd_3d_std + sleep_lat_3d_autocorr predicts PHQ-9 ≥ 5 (mild+ depression)
710	rmssd_3d_std × sleep_lat_3d_autocorr	0.4539	0.038961	0.0	0.6782	211	394	0.3982	0.5073	PENDING	HRV×Sleep: rmssd_3d_std + sleep_lat_3d_autocorr predicts PHQ-9 increased from baseline
711	rmssd_3d_std × sleep_lat_5d_mean	0.5359	0.032967	0.0	0.6739	304	617	0.493	0.5774	PENDING	HRV×Sleep: rmssd_3d_std + sleep_lat_5d_mean predicts PHQ-9 ≥ 5 (mild+ depression)
712	rmssd_3d_std × sleep_lat_5d_mean	0.5359	0.027972	0.0	0.6739	304	617	0.4911	0.5799	PENDING	HRV×Sleep: rmssd_3d_std + sleep_lat_5d_mean predicts PHQ-9 increased from baseline
713	rmssd_3d_std × sleep_lat_5d_std	0.5672	0.023976	0.0	0.6739	304	617	0.5235	0.6101	PENDING	HRV×Sleep: rmssd_3d_std + sleep_lat_5d_std predicts PHQ-9 ≥ 5 (mild+ depression)
714	rmssd_3d_std × sleep_lat_5d_std	0.5672	0.040959	0.0	0.6739	304	617	0.5249	0.6049	PENDING	HRV×Sleep: rmssd_3d_std + sleep_lat_5d_std predicts PHQ-9 increased from baseline
715	rmssd_3d_std × sleep_lat_5d_cv	0.4098	0.025974	0.0	0.6453	304	592	0.368	0.449	PENDING	HRV×Sleep: rmssd_3d_std + sleep_lat_5d_cv predicts PHQ-9 ≥ 5 (mild+ depression)
716	rmssd_3d_std × sleep_lat_5d_cv	0.4098	0.038961	0.0	0.6453	304	592	0.3689	0.4526	PENDING	HRV×Sleep: rmssd_3d_std + sleep_lat_5d_cv predicts PHQ-9 increased from baseline
717	rmssd_3d_std × sleep_lat_5d_slope	0.4598	0.026973	0.0	0.6739	304	617	0.4191	0.4977	PENDING	HRV×Sleep: rmssd_3d_std + sleep_lat_5d_slope predicts PHQ-9 ≥ 5 (mild+ depression)
718	rmssd_3d_std × sleep_lat_5d_slope	0.4598	0.023976	0.0	0.6739	304	617	0.4166	0.5	PENDING	HRV×Sleep: rmssd_3d_std + sleep_lat_5d_slope predicts PHQ-9 increased from baseline
719	rmssd_3d_std × sleep_lat_5d_autocorr	0.4705	0.040959	0.0	0.6663	286	541	0.4268	0.509	PENDING	HRV×Sleep: rmssd_3d_std + sleep_lat_5d_autocorr predicts PHQ-9 ≥ 5 (mild+ depression)
720	rmssd_3d_std × sleep_lat_5d_autocorr	0.4705	0.037962	0.0	0.6663	286	541	0.4268	0.5135	PENDING	HRV×Sleep: rmssd_3d_std + sleep_lat_5d_autocorr predicts PHQ-9 increased from baseline
721	rmssd_3d_std × sleep_lat_7d_mean	0.5455	0.031968	0.0	0.6801	277	559	0.5014	0.5892	PENDING	HRV×Sleep: rmssd_3d_std + sleep_lat_7d_mean predicts PHQ-9 ≥ 5 (mild+ depression)
722	rmssd_3d_std × sleep_lat_7d_mean	0.5455	0.035964	0.0	0.6801	277	559	0.502	0.5877	PENDING	HRV×Sleep: rmssd_3d_std + sleep_lat_7d_mean predicts PHQ-9 increased from baseline
723	rmssd_3d_std × sleep_lat_7d_std	0.5807	0.030969	0.0	0.6801	277	559	0.5349	0.6252	PENDING	HRV×Sleep: rmssd_3d_std + sleep_lat_7d_std predicts PHQ-9 ≥ 5 (mild+ depression)
724	rmssd_3d_std × sleep_lat_7d_std	0.5807	0.022977	0.0	0.6801	277	559	0.5306	0.6246	PENDING	HRV×Sleep: rmssd_3d_std + sleep_lat_7d_std predicts PHQ-9 increased from baseline
725	rmssd_3d_std × sleep_lat_7d_cv	0.4203	0.040959	0.0	0.6534	277	538	0.3772	0.4635	PENDING	HRV×Sleep: rmssd_3d_std + sleep_lat_7d_cv predicts PHQ-9 ≥ 5 (mild+ depression)
726	rmssd_3d_std × sleep_lat_7d_cv	0.4203	0.023976	0.0	0.6534	277	538	0.3781	0.4638	PENDING	HRV×Sleep: rmssd_3d_std + sleep_lat_7d_cv predicts PHQ-9 increased from baseline
727	rmssd_3d_std × sleep_lat_7d_slope	0.4495	0.024975	0.0	0.6801	277	559	0.4052	0.491	PENDING	HRV×Sleep: rmssd_3d_std + sleep_lat_7d_slope predicts PHQ-9 ≥ 5 (mild+ depression)
728	rmssd_3d_std × sleep_lat_7d_slope	0.4495	0.033966	0.0	0.6801	277	559	0.4077	0.4931	PENDING	HRV×Sleep: rmssd_3d_std + sleep_lat_7d_slope predicts PHQ-9 increased from baseline
729	rmssd_3d_std × sleep_lat_7d_autocorr	0.4567	0.032967	0.0	0.6603	264	515	0.412	0.5016	PENDING	HRV×Sleep: rmssd_3d_std + sleep_lat_7d_autocorr predicts PHQ-9 ≥ 5 (mild+ depression)
730	rmssd_3d_std × sleep_lat_7d_autocorr	0.4567	0.027972	0.0	0.6603	264	515	0.4136	0.4991	PENDING	HRV×Sleep: rmssd_3d_std + sleep_lat_7d_autocorr predicts PHQ-9 increased from baseline
731	rmssd_3d_std × sleep_lat_14d_mean	0.5416	0.013986	0.0	0.6851	183	367	0.4865	0.5939	PENDING	HRV×Sleep: rmssd_3d_std + sleep_lat_14d_mean predicts PHQ-9 ≥ 5 (mild+ depression)
732	rmssd_3d_std × sleep_lat_14d_mean	0.5416	0.028971	0.0	0.6851	183	367	0.4847	0.5967	PENDING	HRV×Sleep: rmssd_3d_std + sleep_lat_14d_mean predicts PHQ-9 increased from baseline
733	rmssd_3d_std × sleep_lat_14d_std	0.5907	0.013986	0.0	0.6851	183	367	0.5379	0.6454	PENDING	HRV×Sleep: rmssd_3d_std + sleep_lat_14d_std predicts PHQ-9 ≥ 5 (mild+ depression)
734	rmssd_3d_std × sleep_lat_14d_std	0.5907	0.022977	0.0	0.6851	183	367	0.5421	0.6439	PENDING	HRV×Sleep: rmssd_3d_std + sleep_lat_14d_std predicts PHQ-9 increased from baseline
735	rmssd_3d_std × sleep_lat_14d_cv	0.467	0.020979	0.0	0.665	183	355	0.4136	0.5221	PENDING	HRV×Sleep: rmssd_3d_std + sleep_lat_14d_cv predicts PHQ-9 ≥ 5 (mild+ depression)
736	rmssd_3d_std × sleep_lat_14d_cv	0.467	0.024975	0.0	0.665	183	355	0.4147	0.5188	PENDING	HRV×Sleep: rmssd_3d_std + sleep_lat_14d_cv predicts PHQ-9 increased from baseline
737	rmssd_3d_std × sleep_lat_14d_slope	0.4806	0.016983	0.0	0.6851	183	367	0.4231	0.5369	PENDING	HRV×Sleep: rmssd_3d_std + sleep_lat_14d_slope predicts PHQ-9 ≥ 5 (mild+ depression)
738	rmssd_3d_std × sleep_lat_14d_slope	0.4806	0.018981	0.0	0.6851	183	367	0.4244	0.5383	PENDING	HRV×Sleep: rmssd_3d_std + sleep_lat_14d_slope predicts PHQ-9 increased from baseline
739	rmssd_3d_std × sleep_lat_14d_autocorr	0.4964	0.01998	0.0	0.6712	183	351	0.4424	0.5469	PENDING	HRV×Sleep: rmssd_3d_std + sleep_lat_14d_autocorr predicts PHQ-9 ≥ 5 (mild+ depression)
740	rmssd_3d_std × sleep_lat_14d_autocorr	0.4964	0.022977	0.0	0.6712	183	351	0.4447	0.5445	PENDING	HRV×Sleep: rmssd_3d_std + sleep_lat_14d_autocorr predicts PHQ-9 increased from baseline
741	rmssd_3d_std × sleep_lat_21d_mean	0.5333	0.022977	0.0	0.7452	92	192	0.4571	0.6089	PENDING	HRV×Sleep: rmssd_3d_std + sleep_lat_21d_mean predicts PHQ-9 ≥ 5 (mild+ depression)
742	rmssd_3d_std × sleep_lat_21d_mean	0.5333	0.02997	0.0	0.7452	92	192	0.4607	0.6049	PENDING	HRV×Sleep: rmssd_3d_std + sleep_lat_21d_mean predicts PHQ-9 increased from baseline
743	rmssd_3d_std × sleep_lat_21d_std	0.5996	0.023976	0.0	0.7452	92	192	0.5256	0.6732	PENDING	HRV×Sleep: rmssd_3d_std + sleep_lat_21d_std predicts PHQ-9 ≥ 5 (mild+ depression)
744	rmssd_3d_std × sleep_lat_21d_std	0.5996	0.021978	0.0	0.7452	92	192	0.5195	0.671	PENDING	HRV×Sleep: rmssd_3d_std + sleep_lat_21d_std predicts PHQ-9 increased from baseline
745	rmssd_3d_std × sleep_lat_21d_cv	0.4893	0.034965	0.0	0.7244	92	187	0.4129	0.5619	PENDING	HRV×Sleep: rmssd_3d_std + sleep_lat_21d_cv predicts PHQ-9 ≥ 5 (mild+ depression)
746	rmssd_3d_std × sleep_lat_21d_cv	0.4893	0.021978	0.0	0.7244	92	187	0.412	0.5634	PENDING	HRV×Sleep: rmssd_3d_std + sleep_lat_21d_cv predicts PHQ-9 increased from baseline
747	rmssd_3d_std × sleep_lat_21d_slope	0.5534	0.016983	0.0	0.7452	92	192	0.4708	0.629	PENDING	HRV×Sleep: rmssd_3d_std + sleep_lat_21d_slope predicts PHQ-9 ≥ 5 (mild+ depression)
748	rmssd_3d_std × sleep_lat_21d_slope	0.5534	0.023976	0.0	0.7452	92	192	0.4716	0.6294	PENDING	HRV×Sleep: rmssd_3d_std + sleep_lat_21d_slope predicts PHQ-9 increased from baseline
749	rmssd_3d_std × sleep_lat_21d_autocorr	0.6084	0.02997	0.0	0.7244	92	187	0.5412	0.6741	PENDING	HRV×Sleep: rmssd_3d_std + sleep_lat_21d_autocorr predicts PHQ-9 ≥ 5 (mild+ depression)
