id	feature	auc	p_value	p_adjusted	cohens_d	n_pos	n_neg	ci_lower	ci_upper	status	description
169	lfhf_21d_autocorr	0.5122	0.176823	0.0	0.5606	85	128	0.4243	0.5866	PENDING	Does lfhf_21d_autocorr predict PHQ-9 ≥ 5 (mild+ depression)?
170	lfhf_21d_autocorr	0.5122	0.147852	0.0	0.5606	85	128	0.4321	0.5914	PENDING	Does lfhf_21d_autocorr predict PHQ-9 increased from baseline?
171	lfhf_28d_mean	0.6429	0.143856	0.0	0.7071	21	26	0.4656	0.8188	PENDING	Does lfhf_28d_mean predict PHQ-9 ≥ 5 (mild+ depression)?
172	lfhf_28d_mean	0.6429	0.162837	0.0	0.7071	21	26	0.4597	0.8273	PENDING	Does lfhf_28d_mean predict PHQ-9 increased from baseline?
173	lfhf_28d_std	0.0769	0.947053	0.0	0.0344	21	26	0.0199	0.1576	PENDING	Does lfhf_28d_std predict PHQ-9 ≥ 5 (mild+ depression)?
174	lfhf_28d_std	0.0769	0.934066	0.0	0.0344	21	26	0.0201	0.1619	PENDING	Does lfhf_28d_std predict PHQ-9 increased from baseline?
175	lfhf_28d_cv	0.0	0.464535	0.0	0.3702	21	26	0.0	0.0	PENDING	Does lfhf_28d_cv predict PHQ-9 ≥ 5 (mild+ depression)?
176	lfhf_28d_cv	0.0	0.425574	0.0	0.3702	21	26	0.0	0.0	PENDING	Does lfhf_28d_cv predict PHQ-9 increased from baseline?
177	lfhf_28d_slope	0.5623	0.058941	0.0	0.9581	21	26	0.3774	0.7279	PENDING	Does lfhf_28d_slope predict PHQ-9 ≥ 5 (mild+ depression)?
178	lfhf_28d_slope	0.5623	0.048951	0.0	0.9581	21	26	0.3873	0.7334	PENDING	Does lfhf_28d_slope predict PHQ-9 increased from baseline?
179	lfhf_28d_autocorr	0.0	0.614386	0.0	0.2546	21	26	0.0	0.0	PENDING	Does lfhf_28d_autocorr predict PHQ-9 ≥ 5 (mild+ depression)?
180	lfhf_28d_autocorr	0.0	0.616384	0.0	0.2546	21	26	0.0	0.0	PENDING	Does lfhf_28d_autocorr predict PHQ-9 increased from baseline?
181	sleep_onset_sd_3d	0.0002	0.811189	0.0	0.073	442	832	0.0001	0.0005	PENDING	Does sleep_onset_sd_3d predict PHQ-9 ≥ 5 (mild+ depression)?
182	sleep_onset_sd_3d	0.0002	0.798202	0.0	0.073	442	832	0.0001	0.0004	PENDING	Does sleep_onset_sd_3d predict PHQ-9 increased from baseline?
183	sleep_onset_sd_5d	0.0004	0.797203	0.0	0.0774	408	768	0.0	0.0009	PENDING	Does sleep_onset_sd_5d predict PHQ-9 ≥ 5 (mild+ depression)?
184	sleep_onset_sd_5d	0.0004	0.783217	0.0	0.0774	408	768	0.0	0.0009	PENDING	Does sleep_onset_sd_5d predict PHQ-9 increased from baseline?
185	sleep_onset_sd_7d	0.0	0.856144	0.0	0.0529	374	704	0.0	0.0001	PENDING	Does sleep_onset_sd_7d predict PHQ-9 ≥ 5 (mild+ depression)?
186	sleep_onset_sd_7d	0.0	0.87013	0.0	0.0529	374	704	0.0	0.0001	PENDING	Does sleep_onset_sd_7d predict PHQ-9 increased from baseline?
187	sleep_onset_sd_14d	0.0	0.905095	0.0	0.0362	255	480	0.0	0.0	PENDING	Does sleep_onset_sd_14d predict PHQ-9 ≥ 5 (mild+ depression)?
188	sleep_onset_sd_14d	0.0	0.921079	0.0	0.0362	255	480	0.0	0.0	PENDING	Does sleep_onset_sd_14d predict PHQ-9 increased from baseline?
189	sleep_onset_sd_21d	0.0053	0.809191	0.0	0.0766	136	256	0.0	0.0155	PENDING	Does sleep_onset_sd_21d predict PHQ-9 ≥ 5 (mild+ depression)?
190	sleep_onset_sd_21d	0.0053	0.828172	0.0	0.0766	136	256	0.0	0.0159	PENDING	Does sleep_onset_sd_21d predict PHQ-9 increased from baseline?
191	sleep_onset_sd_28d	0.2518	0.612388	0.0	0.1579	17	32	0.1111	0.4252	PENDING	Does sleep_onset_sd_28d predict PHQ-9 ≥ 5 (mild+ depression)?
192	sleep_onset_sd_28d	0.2518	0.641359	0.0	0.1579	17	32	0.1033	0.4299	PENDING	Does sleep_onset_sd_28d predict PHQ-9 increased from baseline?
193	sleep_qual_3d_mean	0.421	0.198801	0.0	0.3974	442	832	0.3854	0.4569	PENDING	Does sleep_qual_3d_mean predict PHQ-9 ≥ 5 (mild+ depression)?
194	sleep_qual_3d_mean	0.421	0.18981	0.0	0.3974	442	832	0.3876	0.458	PENDING	Does sleep_qual_3d_mean predict PHQ-9 increased from baseline?
195	sleep_qual_3d_std	0.4372	0.051948	0.0	0.6058	442	832	0.4011	0.4741	PENDING	Does sleep_qual_3d_std predict PHQ-9 ≥ 5 (mild+ depression)?
196	sleep_qual_3d_std	0.4372	0.054945	0.0	0.6058	442	832	0.4025	0.4739	PENDING	Does sleep_qual_3d_std predict PHQ-9 increased from baseline?
197	sleep_qual_3d_cv	0.4155	0.04995	0.0	0.5813	442	832	0.3807	0.4535	PENDING	Does sleep_qual_3d_cv predict PHQ-9 ≥ 5 (mild+ depression)?
198	sleep_qual_3d_cv	0.4155	0.062937	0.0	0.5813	442	832	0.3796	0.4516	PENDING	Does sleep_qual_3d_cv predict PHQ-9 increased from baseline?
199	sleep_qual_3d_slope	0.0	0.933067	0.0	0.0295	442	832	0.0	0.0	PENDING	Does sleep_qual_3d_slope predict PHQ-9 ≥ 5 (mild+ depression)?
200	sleep_qual_3d_slope	0.0	0.929071	0.0	0.0295	442	832	0.0	0.0	PENDING	Does sleep_qual_3d_slope predict PHQ-9 increased from baseline?
