id	feature	auc	p_value	p_adjusted	cohens_d	n_pos	n_neg	ci_lower	ci_upper	status	description
334	sleep_lat_7d_mean	0.4687	0.10989	0.0	0.4612	374	704	0.4294	0.5052	PENDING	Does sleep_lat_7d_mean predict PHQ-9 increased from baseline?
335	sleep_lat_7d_std	0.5225	0.033966	0.0	0.6616	374	704	0.484	0.5623	PENDING	Does sleep_lat_7d_std predict PHQ-9 ≥ 5 (mild+ depression)?
336	sleep_lat_7d_std	0.5225	0.021978	0.0	0.6616	374	704	0.484	0.5623	PENDING	Does sleep_lat_7d_std predict PHQ-9 increased from baseline?
337	sleep_lat_7d_cv	0.0454	0.787213	0.0	0.0898	374	671	0.0314	0.0623	PENDING	Does sleep_lat_7d_cv predict PHQ-9 ≥ 5 (mild+ depression)?
338	sleep_lat_7d_cv	0.0454	0.796204	0.0	0.0898	374	671	0.0317	0.0596	PENDING	Does sleep_lat_7d_cv predict PHQ-9 increased from baseline?
339	sleep_lat_7d_slope	0.0185	0.632368	0.0	0.1483	374	704	0.0085	0.0294	PENDING	Does sleep_lat_7d_slope predict PHQ-9 ≥ 5 (mild+ depression)?
340	sleep_lat_7d_slope	0.0185	0.626374	0.0	0.1483	374	704	0.0084	0.0299	PENDING	Does sleep_lat_7d_slope predict PHQ-9 increased from baseline?
341	sleep_lat_7d_autocorr	0.2731	0.327672	0.0	0.2892	361	645	0.241	0.3026	PENDING	Does sleep_lat_7d_autocorr predict PHQ-9 ≥ 5 (mild+ depression)?
342	sleep_lat_7d_autocorr	0.2731	0.328671	0.0	0.2892	361	645	0.2427	0.3047	PENDING	Does sleep_lat_7d_autocorr predict PHQ-9 increased from baseline?
343	sleep_lat_14d_mean	0.4706	0.171828	0.0	0.4281	255	480	0.4263	0.5168	PENDING	Does sleep_lat_14d_mean predict PHQ-9 ≥ 5 (mild+ depression)?
344	sleep_lat_14d_mean	0.4706	0.182817	0.0	0.4281	255	480	0.4262	0.5134	PENDING	Does sleep_lat_14d_mean predict PHQ-9 increased from baseline?
345	sleep_lat_14d_std	0.547	0.024975	0.0	0.647	255	480	0.5001	0.5965	PENDING	Does sleep_lat_14d_std predict PHQ-9 ≥ 5 (mild+ depression)?
346	sleep_lat_14d_std	0.547	0.034965	0.0	0.647	255	480	0.4985	0.5911	PENDING	Does sleep_lat_14d_std predict PHQ-9 increased from baseline?
347	sleep_lat_14d_cv	0.0	0.679321	0.0	0.1335	255	462	0.0	0.0	PENDING	Does sleep_lat_14d_cv predict PHQ-9 ≥ 5 (mild+ depression)?
348	sleep_lat_14d_cv	0.0	0.677323	0.0	0.1335	255	462	0.0	0.0	PENDING	Does sleep_lat_14d_cv predict PHQ-9 increased from baseline?
349	sleep_lat_14d_slope	0.3642	0.206793	0.0	0.373	255	480	0.3158	0.4117	PENDING	Does sleep_lat_14d_slope predict PHQ-9 ≥ 5 (mild+ depression)?
350	sleep_lat_14d_slope	0.3642	0.236763	0.0	0.373	255	480	0.3226	0.4094	PENDING	Does sleep_lat_14d_slope predict PHQ-9 increased from baseline?
351	sleep_lat_14d_autocorr	0.4143	0.305694	0.0	0.3033	255	456	0.3721	0.4585	PENDING	Does sleep_lat_14d_autocorr predict PHQ-9 ≥ 5 (mild+ depression)?
352	sleep_lat_14d_autocorr	0.4143	0.303696	0.0	0.3033	255	456	0.3714	0.4607	PENDING	Does sleep_lat_14d_autocorr predict PHQ-9 increased from baseline?
353	sleep_lat_21d_mean	0.492	0.134865	0.0	0.4589	136	256	0.4255	0.5574	PENDING	Does sleep_lat_21d_mean predict PHQ-9 ≥ 5 (mild+ depression)?
354	sleep_lat_21d_mean	0.492	0.161838	0.0	0.4589	136	256	0.4302	0.552	PENDING	Does sleep_lat_21d_mean predict PHQ-9 increased from baseline?
355	sleep_lat_21d_std	0.5754	0.025974	0.0	0.6925	136	256	0.512	0.6386	PENDING	Does sleep_lat_21d_std predict PHQ-9 ≥ 5 (mild+ depression)?
356	sleep_lat_21d_std	0.5754	0.031968	0.0	0.6925	136	256	0.5172	0.6383	PENDING	Does sleep_lat_21d_std predict PHQ-9 increased from baseline?
357	sleep_lat_21d_cv	0.0	0.719281	0.0	0.1271	136	250	0.0	0.0	PENDING	Does sleep_lat_21d_cv predict PHQ-9 ≥ 5 (mild+ depression)?
358	sleep_lat_21d_cv	0.0	0.7003	0.0	0.1271	136	250	0.0	0.0	PENDING	Does sleep_lat_21d_cv predict PHQ-9 increased from baseline?
359	sleep_lat_21d_slope	0.4442	0.196803	0.0	0.4015	136	256	0.3746	0.512	PENDING	Does sleep_lat_21d_slope predict PHQ-9 ≥ 5 (mild+ depression)?
360	sleep_lat_21d_slope	0.4442	0.1998	0.0	0.4015	136	256	0.3797	0.507	PENDING	Does sleep_lat_21d_slope predict PHQ-9 increased from baseline?
361	sleep_lat_21d_autocorr	0.5447	0.12987	0.0	0.4759	136	249	0.4817	0.6056	PENDING	Does sleep_lat_21d_autocorr predict PHQ-9 ≥ 5 (mild+ depression)?
362	sleep_lat_21d_autocorr	0.5447	0.13986	0.0	0.4759	136	249	0.4825	0.602	PENDING	Does sleep_lat_21d_autocorr predict PHQ-9 increased from baseline?
363	sleep_lat_28d_mean	0.5074	0.092907	0.0	0.491	17	32	0.3306	0.6835	PENDING	Does sleep_lat_28d_mean predict PHQ-9 ≥ 5 (mild+ depression)?
364	sleep_lat_28d_mean	0.5074	0.105894	0.0	0.491	17	32	0.3282	0.6824	PENDING	Does sleep_lat_28d_mean predict PHQ-9 increased from baseline?
365	sleep_lat_28d_std	0.6213	0.016983	0.0	0.7715	17	32	0.4209	0.8034	PENDING	Does sleep_lat_28d_std predict PHQ-9 ≥ 5 (mild+ depression)?
366	sleep_lat_28d_std	0.6213	0.014985	0.0	0.7715	17	32	0.4333	0.8	PENDING	Does sleep_lat_28d_std predict PHQ-9 increased from baseline?
367	sleep_lat_28d_cv	0.0	0.921079	0.0	0.0373	17	32	0.0	0.0	PENDING	Does sleep_lat_28d_cv predict PHQ-9 ≥ 5 (mild+ depression)?
368	sleep_lat_28d_cv	0.0	0.928072	0.0	0.0373	17	32	0.0	0.0	PENDING	Does sleep_lat_28d_cv predict PHQ-9 increased from baseline?
369	sleep_lat_28d_slope	0.3346	0.348651	0.0	0.2964	17	32	0.1667	0.5075	PENDING	Does sleep_lat_28d_slope predict PHQ-9 ≥ 5 (mild+ depression)?
370	sleep_lat_28d_slope	0.3346	0.328671	0.0	0.2964	17	32	0.1562	0.5255	PENDING	Does sleep_lat_28d_slope predict PHQ-9 increased from baseline?
371	sleep_lat_28d_autocorr	0.4577	0.308691	0.0	0.3122	17	32	0.2885	0.6531	PENDING	Does sleep_lat_28d_autocorr predict PHQ-9 ≥ 5 (mild+ depression)?
372	sleep_lat_28d_autocorr	0.4577	0.280719	0.0	0.3122	17	32	0.2841	0.6404	PENDING	Does sleep_lat_28d_autocorr predict PHQ-9 increased from baseline?
373	digital_allostatic_load	0.0	0.475524	0.0	0.2206	413	804	0.0	0.0	PENDING	Does digital_allostatic_load predict PHQ-9 ≥ 5 (mild+ depression)?
374	digital_allostatic_load	0.0	0.464535	0.0	0.2206	413	804	0.0	0.0	PENDING	Does digital_allostatic_load predict PHQ-9 increased from baseline?
375	rmssd_3d_mean × sleep_onset_sd_3d	0.2637	0.957043	0.0	0.0181	333	670	0.235	0.2964	PENDING	HRV×Sleep: rmssd_3d_mean + sleep_onset_sd_3d predicts PHQ-9 ≥ 5 (mild+ depression)
376	rmssd_3d_mean × sleep_onset_sd_3d	0.2637	0.957043	0.0	0.0181	333	670	0.2338	0.2961	PENDING	HRV×Sleep: rmssd_3d_mean + sleep_onset_sd_3d predicts PHQ-9 increased from baseline
377	rmssd_3d_mean × sleep_onset_sd_5d	0.291	0.937063	0.0	0.0253	304	617	0.2588	0.3229	PENDING	HRV×Sleep: rmssd_3d_mean + sleep_onset_sd_5d predicts PHQ-9 ≥ 5 (mild+ depression)
378	rmssd_3d_mean × sleep_onset_sd_5d	0.291	0.926074	0.0	0.0253	304	617	0.2564	0.3236	PENDING	HRV×Sleep: rmssd_3d_mean + sleep_onset_sd_5d predicts PHQ-9 increased from baseline
379	rmssd_3d_mean × sleep_onset_sd_7d	0.2637	0.895105	0.0	0.0472	277	559	0.2306	0.2957	PENDING	HRV×Sleep: rmssd_3d_mean + sleep_onset_sd_7d predicts PHQ-9 ≥ 5 (mild+ depression)
380	rmssd_3d_mean × sleep_onset_sd_7d	0.2637	0.898102	0.0	0.0472	277	559	0.2301	0.2968	PENDING	HRV×Sleep: rmssd_3d_mean + sleep_onset_sd_7d predicts PHQ-9 increased from baseline
381	rmssd_3d_mean × sleep_onset_sd_14d	0.2017	0.551449	0.0	0.1745	183	367	0.165	0.2418	PENDING	HRV×Sleep: rmssd_3d_mean + sleep_onset_sd_14d predicts PHQ-9 ≥ 5 (mild+ depression)
382	rmssd_3d_mean × sleep_onset_sd_14d	0.2017	0.567433	0.0	0.1745	183	367	0.1669	0.2391	PENDING	HRV×Sleep: rmssd_3d_mean + sleep_onset_sd_14d predicts PHQ-9 increased from baseline
383	rmssd_3d_mean × sleep_onset_sd_21d	0.1059	0.857143	0.0	0.0521	92	192	0.0702	0.1432	PENDING	HRV×Sleep: rmssd_3d_mean + sleep_onset_sd_21d predicts PHQ-9 ≥ 5 (mild+ depression)
384	rmssd_3d_mean × sleep_onset_sd_21d	0.1059	0.871129	0.0	0.0521	92	192	0.0689	0.1429	PENDING	HRV×Sleep: rmssd_3d_mean + sleep_onset_sd_21d predicts PHQ-9 increased from baseline
385	rmssd_3d_mean	0.5	1.0	1.0	0.0	0	0	0.5	0.5	DISCARD	HRV×Sleep: rmssd_3d_mean + sleep_onset_sd_28d predicts PHQ-9 ≥ 5 (mild+ depression) [Insufficient data]
386	rmssd_3d_mean	0.5	1.0	1.0	0.0	0	0	0.5	0.5	DISCARD	HRV×Sleep: rmssd_3d_mean + sleep_onset_sd_28d predicts PHQ-9 increased from baseline [Insufficient data]
387	rmssd_3d_mean × sleep_qual_3d_mean	0.4577	0.959041	0.0	0.0181	333	670	0.4191	0.4977	PENDING	HRV×Sleep: rmssd_3d_mean + sleep_qual_3d_mean predicts PHQ-9 ≥ 5 (mild+ depression)
388	rmssd_3d_mean × sleep_qual_3d_mean	0.4577	0.954046	0.0	0.0181	333	670	0.418	0.4951	PENDING	HRV×Sleep: rmssd_3d_mean + sleep_qual_3d_mean predicts PHQ-9 increased from baseline
389	rmssd_3d_mean × sleep_qual_3d_std	0.4747	0.941059	0.0	0.0181	333	670	0.435	0.5167	PENDING	HRV×Sleep: rmssd_3d_mean + sleep_qual_3d_std predicts PHQ-9 ≥ 5 (mild+ depression)
390	rmssd_3d_mean × sleep_qual_3d_std	0.4747	0.959041	0.0	0.0181	333	670	0.4331	0.5165	PENDING	HRV×Sleep: rmssd_3d_mean + sleep_qual_3d_std predicts PHQ-9 increased from baseline
391	rmssd_3d_mean × sleep_qual_3d_cv	0.4703	0.957043	0.0	0.0181	333	670	0.4303	0.5132	PENDING	HRV×Sleep: rmssd_3d_mean + sleep_qual_3d_cv predicts PHQ-9 ≥ 5 (mild+ depression)
392	rmssd_3d_mean × sleep_qual_3d_cv	0.4703	0.946054	0.0	0.0181	333	670	0.4276	0.5141	PENDING	HRV×Sleep: rmssd_3d_mean + sleep_qual_3d_cv predicts PHQ-9 increased from baseline
393	rmssd_3d_mean × sleep_qual_3d_slope	0.239	0.95005	0.0	0.0181	333	670	0.2086	0.2713	PENDING	HRV×Sleep: rmssd_3d_mean + sleep_qual_3d_slope predicts PHQ-9 ≥ 5 (mild+ depression)
394	rmssd_3d_mean × sleep_qual_3d_slope	0.239	0.951049	0.0	0.0181	333	670	0.2094	0.2707	PENDING	HRV×Sleep: rmssd_3d_mean + sleep_qual_3d_slope predicts PHQ-9 increased from baseline
395	rmssd_3d_mean × sleep_qual_3d_autocorr	0.2781	0.982018	0.0	0.0057	318	597	0.2454	0.3109	PENDING	HRV×Sleep: rmssd_3d_mean + sleep_qual_3d_autocorr predicts PHQ-9 ≥ 5 (mild+ depression)
396	rmssd_3d_mean × sleep_qual_3d_autocorr	0.2781	0.983017	0.0	0.0057	318	597	0.2453	0.3131	PENDING	HRV×Sleep: rmssd_3d_mean + sleep_qual_3d_autocorr predicts PHQ-9 increased from baseline
397	rmssd_3d_mean × sleep_qual_5d_mean	0.4763	0.928072	0.0	0.0253	304	617	0.4338	0.5178	PENDING	HRV×Sleep: rmssd_3d_mean + sleep_qual_5d_mean predicts PHQ-9 ≥ 5 (mild+ depression)
398	rmssd_3d_mean × sleep_qual_5d_mean	0.4763	0.935065	0.0	0.0253	304	617	0.4329	0.5192	PENDING	HRV×Sleep: rmssd_3d_mean + sleep_qual_5d_mean predicts PHQ-9 increased from baseline
399	rmssd_3d_mean × sleep_qual_5d_std	0.5139	0.935065	0.0	0.0253	304	617	0.4707	0.5579	PENDING	HRV×Sleep: rmssd_3d_mean + sleep_qual_5d_std predicts PHQ-9 ≥ 5 (mild+ depression)
400	rmssd_3d_mean × sleep_qual_5d_std	0.5139	0.944056	0.0	0.0253	304	617	0.4704	0.5561	PENDING	HRV×Sleep: rmssd_3d_mean + sleep_qual_5d_std predicts PHQ-9 increased from baseline
401	rmssd_3d_mean × sleep_qual_5d_cv	0.5066	0.936064	0.0	0.0253	304	617	0.4615	0.5492	PENDING	HRV×Sleep: rmssd_3d_mean + sleep_qual_5d_cv predicts PHQ-9 ≥ 5 (mild+ depression)
402	rmssd_3d_mean × sleep_qual_5d_cv	0.5066	0.94006	0.0	0.0253	304	617	0.4632	0.5507	PENDING	HRV×Sleep: rmssd_3d_mean + sleep_qual_5d_cv predicts PHQ-9 increased from baseline
403	rmssd_3d_mean × sleep_qual_5d_slope	0.2639	0.934066	0.0	0.0253	304	617	0.229	0.2978	PENDING	HRV×Sleep: rmssd_3d_mean + sleep_qual_5d_slope predicts PHQ-9 ≥ 5 (mild+ depression)
404	rmssd_3d_mean × sleep_qual_5d_slope	0.2639	0.948052	0.0	0.0253	304	617	0.2262	0.2996	PENDING	HRV×Sleep: rmssd_3d_mean + sleep_qual_5d_slope predicts PHQ-9 increased from baseline
405	rmssd_3d_mean × sleep_qual_5d_autocorr	0.3316	0.918082	0.0	0.0321	304	585	0.2939	0.3706	PENDING	HRV×Sleep: rmssd_3d_mean + sleep_qual_5d_autocorr predicts PHQ-9 ≥ 5 (mild+ depression)
406	rmssd_3d_mean × sleep_qual_5d_autocorr	0.3316	0.93007	0.0	0.0321	304	585	0.2946	0.3724	PENDING	HRV×Sleep: rmssd_3d_mean + sleep_qual_5d_autocorr predicts PHQ-9 increased from baseline
407	rmssd_3d_mean × sleep_qual_7d_mean	0.49	0.86014	0.0	0.0472	277	559	0.4472	0.5302	PENDING	HRV×Sleep: rmssd_3d_mean + sleep_qual_7d_mean predicts PHQ-9 ≥ 5 (mild+ depression)
408	rmssd_3d_mean × sleep_qual_7d_mean	0.49	0.879121	0.0	0.0472	277	559	0.4495	0.5304	PENDING	HRV×Sleep: rmssd_3d_mean + sleep_qual_7d_mean predicts PHQ-9 increased from baseline
409	rmssd_3d_mean × sleep_qual_7d_std	0.5367	0.862138	0.0	0.0472	277	559	0.4908	0.5812	PENDING	HRV×Sleep: rmssd_3d_mean + sleep_qual_7d_std predicts PHQ-9 ≥ 5 (mild+ depression)
410	rmssd_3d_mean × sleep_qual_7d_std	0.5367	0.892108	0.0	0.0472	277	559	0.4911	0.5821	PENDING	HRV×Sleep: rmssd_3d_mean + sleep_qual_7d_std predicts PHQ-9 increased from baseline
411	rmssd_3d_mean × sleep_qual_7d_cv	0.5292	0.878122	0.0	0.0472	277	559	0.4818	0.5727	PENDING	HRV×Sleep: rmssd_3d_mean + sleep_qual_7d_cv predicts PHQ-9 ≥ 5 (mild+ depression)
412	rmssd_3d_mean × sleep_qual_7d_cv	0.5292	0.859141	0.0	0.0472	277	559	0.4828	0.5765	PENDING	HRV×Sleep: rmssd_3d_mean + sleep_qual_7d_cv predicts PHQ-9 increased from baseline
413	rmssd_3d_mean × sleep_qual_7d_slope	0.2428	0.871129	0.0	0.0472	277	559	0.2073	0.2808	PENDING	HRV×Sleep: rmssd_3d_mean + sleep_qual_7d_slope predicts PHQ-9 ≥ 5 (mild+ depression)
414	rmssd_3d_mean × sleep_qual_7d_slope	0.2428	0.881119	0.0	0.0472	277	559	0.2081	0.2799	PENDING	HRV×Sleep: rmssd_3d_mean + sleep_qual_7d_slope predicts PHQ-9 increased from baseline
415	rmssd_3d_mean × sleep_qual_7d_autocorr	0.3571	0.843157	0.0	0.0589	277	535	0.3169	0.3988	PENDING	HRV×Sleep: rmssd_3d_mean + sleep_qual_7d_autocorr predicts PHQ-9 ≥ 5 (mild+ depression)
416	rmssd_3d_mean × sleep_qual_7d_autocorr	0.3571	0.861139	0.0	0.0589	277	535	0.3174	0.3984	PENDING	HRV×Sleep: rmssd_3d_mean + sleep_qual_7d_autocorr predicts PHQ-9 increased from baseline
417	rmssd_3d_mean × sleep_qual_14d_mean	0.4597	0.57043	0.0	0.1745	183	367	0.407	0.5156	PENDING	HRV×Sleep: rmssd_3d_mean + sleep_qual_14d_mean predicts PHQ-9 ≥ 5 (mild+ depression)
418	rmssd_3d_mean × sleep_qual_14d_mean	0.4597	0.555445	0.0	0.1745	183	367	0.4071	0.5133	PENDING	HRV×Sleep: rmssd_3d_mean + sleep_qual_14d_mean predicts PHQ-9 increased from baseline
419	rmssd_3d_mean × sleep_qual_14d_std	0.5175	0.572428	0.0	0.1745	183	367	0.4607	0.5713	PENDING	HRV×Sleep: rmssd_3d_mean + sleep_qual_14d_std predicts PHQ-9 ≥ 5 (mild+ depression)
420	rmssd_3d_mean × sleep_qual_14d_std	0.5175	0.55045	0.0	0.1745	183	367	0.4587	0.5739	PENDING	HRV×Sleep: rmssd_3d_mean + sleep_qual_14d_std predicts PHQ-9 increased from baseline
421	rmssd_3d_mean × sleep_qual_14d_cv	0.5092	0.6004	0.0	0.1745	183	367	0.4515	0.566	PENDING	HRV×Sleep: rmssd_3d_mean + sleep_qual_14d_cv predicts PHQ-9 ≥ 5 (mild+ depression)
422	rmssd_3d_mean × sleep_qual_14d_cv	0.5092	0.545455	0.0	0.1745	183	367	0.4516	0.5636	PENDING	HRV×Sleep: rmssd_3d_mean + sleep_qual_14d_cv predicts PHQ-9 increased from baseline
423	rmssd_3d_mean × sleep_qual_14d_slope	0.4244	0.58042	0.0	0.1745	183	367	0.3755	0.4749	PENDING	HRV×Sleep: rmssd_3d_mean + sleep_qual_14d_slope predicts PHQ-9 ≥ 5 (mild+ depression)
424	rmssd_3d_mean × sleep_qual_14d_slope	0.4244	0.565435	0.0	0.1745	183	367	0.3735	0.4738	PENDING	HRV×Sleep: rmssd_3d_mean + sleep_qual_14d_slope predicts PHQ-9 increased from baseline
425	rmssd_3d_mean × sleep_qual_14d_autocorr	0.5032	0.542458	0.0	0.1939	183	354	0.4482	0.5593	PENDING	HRV×Sleep: rmssd_3d_mean + sleep_qual_14d_autocorr predicts PHQ-9 ≥ 5 (mild+ depression)
426	rmssd_3d_mean × sleep_qual_14d_autocorr	0.5032	0.532468	0.0	0.1939	183	354	0.4488	0.5605	PENDING	HRV×Sleep: rmssd_3d_mean + sleep_qual_14d_autocorr predicts PHQ-9 increased from baseline
427	rmssd_3d_mean × sleep_qual_21d_mean	0.3781	0.846154	0.0	0.0521	92	192	0.3038	0.4493	PENDING	HRV×Sleep: rmssd_3d_mean + sleep_qual_21d_mean predicts PHQ-9 ≥ 5 (mild+ depression)
428	rmssd_3d_mean × sleep_qual_21d_mean	0.3781	0.887113	0.0	0.0521	92	192	0.3084	0.4511	PENDING	HRV×Sleep: rmssd_3d_mean + sleep_qual_21d_mean predicts PHQ-9 increased from baseline
429	rmssd_3d_mean × sleep_qual_21d_std	0.5067	0.866134	0.0	0.0521	92	192	0.4274	0.5835	PENDING	HRV×Sleep: rmssd_3d_mean + sleep_qual_21d_std predicts PHQ-9 ≥ 5 (mild+ depression)
430	rmssd_3d_mean × sleep_qual_21d_std	0.5067	0.865135	0.0	0.0521	92	192	0.4318	0.5871	PENDING	HRV×Sleep: rmssd_3d_mean + sleep_qual_21d_std predicts PHQ-9 increased from baseline
431	rmssd_3d_mean × sleep_qual_21d_cv	0.4921	0.862138	0.0	0.0521	92	192	0.4183	0.5685	PENDING	HRV×Sleep: rmssd_3d_mean + sleep_qual_21d_cv predicts PHQ-9 ≥ 5 (mild+ depression)
432	rmssd_3d_mean × sleep_qual_21d_cv	0.4921	0.88012	0.0	0.0521	92	192	0.4118	0.5706	PENDING	HRV×Sleep: rmssd_3d_mean + sleep_qual_21d_cv predicts PHQ-9 increased from baseline
433	rmssd_3d_mean × sleep_qual_21d_slope	0.4862	0.879121	0.0	0.0521	92	192	0.4144	0.5639	PENDING	HRV×Sleep: rmssd_3d_mean + sleep_qual_21d_slope predicts PHQ-9 ≥ 5 (mild+ depression)
434	rmssd_3d_mean × sleep_qual_21d_slope	0.4862	0.881119	0.0	0.0521	92	192	0.4125	0.5591	PENDING	HRV×Sleep: rmssd_3d_mean + sleep_qual_21d_slope predicts PHQ-9 increased from baseline
435	rmssd_3d_mean × sleep_qual_21d_autocorr	0.6309	0.797203	0.0	0.0822	92	187	0.5619	0.6975	PENDING	HRV×Sleep: rmssd_3d_mean + sleep_qual_21d_autocorr predicts PHQ-9 ≥ 5 (mild+ depression)
436	rmssd_3d_mean × sleep_qual_21d_autocorr	0.6309	0.786214	0.0	0.0822	92	187	0.5567	0.7029	PENDING	HRV×Sleep: rmssd_3d_mean + sleep_qual_21d_autocorr predicts PHQ-9 increased from baseline
437	rmssd_3d_mean	0.5	1.0	1.0	0.0	0	0	0.5	0.5	DISCARD	HRV×Sleep: rmssd_3d_mean + sleep_qual_28d_mean predicts PHQ-9 ≥ 5 (mild+ depression) [Insufficient data]
438	rmssd_3d_mean	0.5	1.0	1.0	0.0	0	0	0.5	0.5	DISCARD	HRV×Sleep: rmssd_3d_mean + sleep_qual_28d_mean predicts PHQ-9 increased from baseline [Insufficient data]
439	rmssd_3d_mean	0.5	1.0	1.0	0.0	0	0	0.5	0.5	DISCARD	HRV×Sleep: rmssd_3d_mean + sleep_qual_28d_std predicts PHQ-9 ≥ 5 (mild+ depression) [Insufficient data]
440	rmssd_3d_mean	0.5	1.0	1.0	0.0	0	0	0.5	0.5	DISCARD	HRV×Sleep: rmssd_3d_mean + sleep_qual_28d_std predicts PHQ-9 increased from baseline [Insufficient data]
441	rmssd_3d_mean	0.5	1.0	1.0	0.0	0	0	0.5	0.5	DISCARD	HRV×Sleep: rmssd_3d_mean + sleep_qual_28d_cv predicts PHQ-9 ≥ 5 (mild+ depression) [Insufficient data]
442	rmssd_3d_mean	0.5	1.0	1.0	0.0	0	0	0.5	0.5	DISCARD	HRV×Sleep: rmssd_3d_mean + sleep_qual_28d_cv predicts PHQ-9 increased from baseline [Insufficient data]
443	rmssd_3d_mean	0.5	1.0	1.0	0.0	0	0	0.5	0.5	DISCARD	HRV×Sleep: rmssd_3d_mean + sleep_qual_28d_slope predicts PHQ-9 ≥ 5 (mild+ depression) [Insufficient data]
444	rmssd_3d_mean	0.5	1.0	1.0	0.0	0	0	0.5	0.5	DISCARD	HRV×Sleep: rmssd_3d_mean + sleep_qual_28d_slope predicts PHQ-9 increased from baseline [Insufficient data]
445	rmssd_3d_mean	0.5	1.0	1.0	0.0	0	0	0.5	0.5	DISCARD	HRV×Sleep: rmssd_3d_mean + sleep_qual_28d_autocorr predicts PHQ-9 ≥ 5 (mild+ depression) [Insufficient data]
446	rmssd_3d_mean	0.5	1.0	1.0	0.0	0	0	0.5	0.5	DISCARD	HRV×Sleep: rmssd_3d_mean + sleep_qual_28d_autocorr predicts PHQ-9 increased from baseline [Insufficient data]
447	rmssd_3d_mean × sleep_dur_3d_mean	0.2444	0.952048	0.0	0.0181	333	670	0.2134	0.277	PENDING	HRV×Sleep: rmssd_3d_mean + sleep_dur_3d_mean predicts PHQ-9 ≥ 5 (mild+ depression)
448	rmssd_3d_mean × sleep_dur_3d_mean	0.2444	0.955045	0.0	0.0181	333	670	0.2134	0.2773	PENDING	HRV×Sleep: rmssd_3d_mean + sleep_dur_3d_mean predicts PHQ-9 increased from baseline
449	rmssd_3d_mean × sleep_dur_3d_std	0.5316	0.95005	0.0	0.0181	333	670	0.4911	0.568	PENDING	HRV×Sleep: rmssd_3d_mean + sleep_dur_3d_std predicts PHQ-9 ≥ 5 (mild+ depression)
450	rmssd_3d_mean × sleep_dur_3d_std	0.5316	0.943057	0.0	0.0181	333	670	0.4905	0.5708	PENDING	HRV×Sleep: rmssd_3d_mean + sleep_dur_3d_std predicts PHQ-9 increased from baseline
451	rmssd_3d_mean × sleep_dur_3d_cv	0.5218	0.945055	0.0	0.0181	333	670	0.4859	0.5604	PENDING	HRV×Sleep: rmssd_3d_mean + sleep_dur_3d_cv predicts PHQ-9 ≥ 5 (mild+ depression)
452	rmssd_3d_mean × sleep_dur_3d_cv	0.5218	0.952048	0.0	0.0181	333	670	0.4856	0.5598	PENDING	HRV×Sleep: rmssd_3d_mean + sleep_dur_3d_cv predicts PHQ-9 increased from baseline
453	rmssd_3d_mean × sleep_dur_3d_slope	0.2317	0.952048	0.0	0.0181	333	670	0.1997	0.2623	PENDING	HRV×Sleep: rmssd_3d_mean + sleep_dur_3d_slope predicts PHQ-9 ≥ 5 (mild+ depression)
454	rmssd_3d_mean × sleep_dur_3d_slope	0.2317	0.949051	0.0	0.0181	333	670	0.2025	0.2619	PENDING	HRV×Sleep: rmssd_3d_mean + sleep_dur_3d_slope predicts PHQ-9 increased from baseline
455	rmssd_3d_mean × sleep_dur_3d_autocorr	0.2038	0.939061	0.0	0.0263	309	623	0.1758	0.2354	PENDING	HRV×Sleep: rmssd_3d_mean + sleep_dur_3d_autocorr predicts PHQ-9 ≥ 5 (mild+ depression)
456	rmssd_3d_mean × sleep_dur_3d_autocorr	0.2038	0.927073	0.0	0.0263	309	623	0.1721	0.2368	PENDING	HRV×Sleep: rmssd_3d_mean + sleep_dur_3d_autocorr predicts PHQ-9 increased from baseline
457	rmssd_3d_mean × sleep_dur_5d_mean	0.2462	0.93007	0.0	0.0253	304	617	0.2099	0.2799	PENDING	HRV×Sleep: rmssd_3d_mean + sleep_dur_5d_mean predicts PHQ-9 ≥ 5 (mild+ depression)
458	rmssd_3d_mean × sleep_dur_5d_mean	0.2462	0.93007	0.0	0.0253	304	617	0.2114	0.2794	PENDING	HRV×Sleep: rmssd_3d_mean + sleep_dur_5d_mean predicts PHQ-9 increased from baseline
459	rmssd_3d_mean × sleep_dur_5d_std	0.572	0.933067	0.0	0.0253	304	617	0.5278	0.6121	PENDING	HRV×Sleep: rmssd_3d_mean + sleep_dur_5d_std predicts PHQ-9 ≥ 5 (mild+ depression)
460	rmssd_3d_mean × sleep_dur_5d_std	0.572	0.931069	0.0	0.0253	304	617	0.5324	0.6135	PENDING	HRV×Sleep: rmssd_3d_mean + sleep_dur_5d_std predicts PHQ-9 increased from baseline
461	rmssd_3d_mean × sleep_dur_5d_cv	0.5563	0.937063	0.0	0.0253	304	617	0.5165	0.5972	PENDING	HRV×Sleep: rmssd_3d_mean + sleep_dur_5d_cv predicts PHQ-9 ≥ 5 (mild+ depression)
462	rmssd_3d_mean × sleep_dur_5d_cv	0.5563	0.934066	0.0	0.0253	304	617	0.5141	0.5969	PENDING	HRV×Sleep: rmssd_3d_mean + sleep_dur_5d_cv predicts PHQ-9 increased from baseline
463	rmssd_3d_mean × sleep_dur_5d_slope	0.2646	0.934066	0.0	0.0253	304	617	0.2329	0.2986	PENDING	HRV×Sleep: rmssd_3d_mean + sleep_dur_5d_slope predicts PHQ-9 ≥ 5 (mild+ depression)
